channel_id,video_id,playlist_id,channelTitle,title,description,tags,publishedAt,defaultAudioLanguage,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption
UCBi2mrWuNuyYy4gbM6fU18Q,jSxwNMA6olg,PLQOa26lW-uI8ZFnCrPVv25OUPMmPyhdi7,ABC News,Travel on day before Thanksgiving expected to break records,"The FAA says more than 50,000 flights are scheduled for Wednesday. ABC News correspondent Morgan Norwood joins to talk more about Thanksgiving travel.

WATCH the ABC News Live Stream Here:
https://www.youtube.com/watch?v=w_Ma8oQLmSM
SUBSCRIBE to ABC NEWS: https://bit.ly/2vZb6yP
Watch More on http://abcnews.go.com/
LIKE ABC News on FACEBOOK https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER: https://twitter.com/abc

#travel #weather #abc #abcnews","['abc', 'abcnl', 'airplanes', 'cars', 'driving', 'flight', 'holidays', 'news', 'p_cmsid=2494279', 'p_vid=news-105097039', 'thanksgiving', 'travel']",2023-11-22T16:45:01Z,,2666,20,,5,PT2M18S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,h2azFUqvTk0,PLQOa26lW-uI8ZFnCrPVv25OUPMmPyhdi7,ABC News,Cross-country storm disrupting travel plans this Thanksgiving,"ABC News meteorologist Somara Theodore tracks the cross-country storm impacting Thanksgiving travel.

WATCH the ABC News Live Stream Here:
https://www.youtube.com/watch?v=w_Ma8oQLmSM
SUBSCRIBE to ABC NEWS: https://bit.ly/2vZb6yP
Watch More on http://abcnews.go.com/
LIKE ABC News on FACEBOOK https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER: https://twitter.com/abc

#travel #weather #abc #abcnews","['abc', 'abcnl', 'cold', 'forecast', 'holidays', 'news', 'p_cmsid=2494279', 'p_vid=news-105096967', 'rain', 'snow', 'storm', 'system', 'thanksgiving', 'travel', 'weather']",2023-11-22T16:30:07Z,,22547,166,,12,PT2M47S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,_butF89l5HI,PLQOa26lW-uI8ZFnCrPVv25OUPMmPyhdi7,ABC News,Binance fined $4.3 billion,"The cryptocurrency exchange’s CEO has agreed to step down after pleading guilty to money laundering. ABC News’ Andrea Fujii explains what comes next for customers.

WATCH the ABC News Live Stream Here: https://www.youtube.com/watch?v=w_Ma8oQLmSM
SUBSCRIBE to ABC NEWS: https://bit.ly/2vZb6yP
Watch More on http://abcnews.go.com/
LIKE ABC News on FACEBOOK https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER: https://twitter.com/abc

#news #binance #cryptocurrency #moneylaundering #moneylaunderingcase #business #abcnews","['Binance', 'CEO', 'Changpeng', 'Founder', 'Holdings', 'Zhao', 'abc', 'abcnews', 'business', 'cryptocurrency', 'fined', 'laundering', 'money', 'p_cmsid=2494279', 'p_vid=news-105090009', 'us']",2023-11-22T11:51:41Z,,4042,53,,24,PT1M56S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,wk-2CA3opHQ,PLQOa26lW-uI8ZFnCrPVv25OUPMmPyhdi7,ABC News,USDA: 13 million US children are food insecure,"As Thanksgiving approaches, Claire Babineaux-Fontenot, CEO of Feeding America, joins ABC News to call attention to the over 44 million people in the U.S. who don't have access to healthy food.

WATCH the ABC News Live Stream Here:
https://www.youtube.com/watch?v=w_Ma8oQLmSM
SUBSCRIBE to ABC NEWS: https://bit.ly/2vZb6yP
Watch More on http://abcnews.go.com/
LIKE ABC News on FACEBOOK https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER: https://twitter.com/abc

#Children #FoodInsecure #Thanksgiving #news #abcnews","['44', 'abc', 'abcnl', 'access', 'america', 'babineaux-fontenot', 'ceo', 'children', 'claire', 'feeding', 'food', 'healthy', 'insecure', 'million', 'news', 'no', 'p_cmsid=2494279', 'p_vid=news-105081358', 'people', 'states', 'thanksgiving', 'united', 'updates', 'usda']",2023-11-22T00:09:18Z,,1826,42,,29,PT5M49S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,b-POrsxN_rA,PLQOa26lW-uI8ZFnCrPVv25OUPMmPyhdi7,ABC News,Planned Black Friday protests have law enforcement and intelligence agencies on alert,"Reports of protests at shopping malls and commercial centers planned for Black Friday, ABC News' Aaron Katersky has details from a new security bulletin.

WATCH the ABC News Live Stream Here:
https://www.youtube.com/watch?v=w_Ma8oQLmSM
SUBSCRIBE to ABC NEWS: https://bit.ly/2vZb6yP
Watch More on http://abcnews.go.com/
LIKE ABC News on FACEBOOK https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER: https://twitter.com/abc

#BlackFriday #Protests #news #abcnews","['abc', 'abcnl', 'agencies', 'alert', 'black', 'bulletin', 'centers', 'commercial', 'enforcement', 'friday', 'intelligence', 'law', 'malls', 'news', 'p_cmsid=2494279', 'p_vid=news-105080824', 'protests', 'security', 'shopping', 'updates']",2023-11-21T23:17:40Z,,6222,66,,65,PT2M11S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,apu5acq24Ig,PLQOa26lW-uI8ZFnCrPVv25OUPMmPyhdi7,ABC News,Airports across the country bracing for flight delays and cancellations ahead of holiday,"ABC’s Jaclyn Lee joins from Los Angeles International Airport as travelers are bracing for a cross-country storm that could impact their flights.

WATCH the ABC News Live Stream Here:
https://www.youtube.com/watch?v=w_Ma8oQLmSM
SUBSCRIBE to ABC NEWS: https://bit.ly/2vZb6yP
Watch More on http://abcnews.go.com/
LIKE ABC News on FACEBOOK https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER: https://twitter.com/abc

#thanksgiving #travel #holidaytravel #news #abcnews","['Americans', 'Angeles', 'LAX', 'Los', 'Severe', 'Thanksgiving', 'Weather', 'abc', 'flights', 'holiday', 'news', 'p_cmsid=2494279', 'p_vid=news-105074787', 'storm', 'travel']",2023-11-21T20:15:01Z,,5207,44,,27,PT2M30S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,XCANa-_5kjQ,PLQOa26lW-uI8ZFnCrPVv25OUPMmPyhdi7,ABC News,Republican presidential hopefuls vie for key endorsement in New Hampshire,"Ron DeSantis, Nikki Haley and Chris Christie are hoping to gain the support of Gov. Chris Sununu.

WATCH the ABC News Live Stream Here:
https://www.youtube.com/watch?v=w_Ma8oQLmSM
SUBSCRIBE to ABC NEWS: https://bit.ly/2vZb6yP
Watch More on http://abcnews.go.com/
LIKE ABC News on FACEBOOK https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER: https://twitter.com/abc

#republicans #candidate #abc #abcnews","['Chris', 'Gov.', 'Sununu', 'abc', 'abcnl', 'candidates', 'endorsement', 'gop', 'hampshire', 'new', 'news', 'p_cmsid=2494279', 'p_vid=news-105068963', 'republican', 'support']",2023-11-21T17:45:00Z,,6169,49,,37,PT4M,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,nSJWMnCgFUM,PLQOa26lW-uI8ZFnCrPVv25OUPMmPyhdi7,ABC News,Israel faces ‘unprecedented’ hostage crisis ahead of vote on potential deal,"Dani Gilbert, an assistant professor of political science at Northwestern University, joins ABC News Live anchor Stephanie Ramos to discuss the latest on hostage negotiations in Israel.

WATCH the ABC News Live Stream Here:
https://www.youtube.com/watch?v=w_Ma8oQLmSM
SUBSCRIBE to ABC NEWS: https://bit.ly/2vZb6yP
Watch More on http://abcnews.go.com/
LIKE ABC News on FACEBOOK https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER: https://twitter.com/abc

#israel #negotiations #abc #abcnews","['Israel', 'abc', 'abcnl', 'crisis', 'deal', 'hamas', 'hostages', 'negotiations', 'news', 'p_cmsid=2494279', 'p_vid=news-105068971', 'vote', 'war']",2023-11-21T17:30:08Z,,11239,58,,104,PT3M47S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,SABXPiLksMk,PLQOa26lW-uI8ZFnCrPVv25OUPMmPyhdi7,ABC News,Federal appeals court guts key part of Voting Rights Act,"Senior Washington reporter Devin Dwyer and ABC News legal contributor Kim Wehle break down a federal appeals court ruling that could severely limit legal challenges under the Voting Rights Act.

WATCH the ABC News Live Stream Here:
https://www.youtube.com/watch?v=w_Ma8oQLmSM
SUBSCRIBE to ABC NEWS: https://bit.ly/2vZb6yP
Watch More on http://abcnews.go.com/
LIKE ABC News on FACEBOOK https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER: https://twitter.com/abc

#votingrights #supremecourt #scotus  #news #abcnews","['Act', 'Rights', 'SCOTUS', 'Voting', 'abc', 'challenges', 'court', 'election', 'government', 'news', 'p_cmsid=2494279', 'p_vid=news-105066778', 'politics', 'voting']",2023-11-21T17:00:20Z,,11299,171,,125,PT4M2S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,8E7rk8fORVM,PLQOa26lW-uI8ZFnCrPVv25OUPMmPyhdi7,ABC News,Georgia Judge will hear arguments on revoking bond for a Trump co-defendant,"Prosecutors want to revoke bond for Harrison Floyd, a co-defendant of former President Donald Trump in the charges stemming from the 2020 election.

WATCH the ABC News Live Stream Here:
https://www.youtube.com/watch?v=w_Ma8oQLmSM
SUBSCRIBE to ABC NEWS: https://bit.ly/2vZb6yP
Watch More on http://abcnews.go.com/
LIKE ABC News on FACEBOOK https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER: https://twitter.com/abc

#georgia #judge #trump #election #abcnews","['2020', 'Election', 'Floyd', 'Georgia', 'Harrison', 'Judge', 'Trump', 'abc', 'bond', 'co-defendant', 'jan', 'news', 'p_cmsid=2494279', 'p_vid=news-105066700', 'prosecutors', 'revoking']",2023-11-21T16:31:32Z,,43035,495,,234,PT5M,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,zhhQHA9LrSY,PLQOa26lW-uI8ZFnCrPVv25OUPMmPyhdi7,ABC News,Dangerous weather in forecast for Thanksgiving travel,"Travelers and airlines are preparing for holiday travel as delays are imminent for over 600 flights.

WATCH the ABC News Livestream: https://bit.ly/3rzBHum
SUBSCRIBE to ABC News: https://bit.ly/2vZb6yP
WATCH MORE on http://abcnews.go.com/
LIKE ABC News on FACEBOOK: https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER: https://twitter.com/abc

#weather #travel #abcnews #abc","['abc', 'abcnl', 'airplanes', 'delays', 'forecast', 'holiday', 'news', 'p_cmsid=2494279', 'p_vid=news-105066380', 'thanksgiving', 'travel', 'weather']",2023-11-21T16:15:03Z,,50936,181,,46,PT1M53S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,BwH25BO7BbI,PLQOa26lW-uI8ZFnCrPVv25OUPMmPyhdi7,ABC News,"Storms set to delay holiday travel: heavy rain, snow and cold blasts expected","A storm system stretching from the Gulf of Mexico to the Great Lakes is threatening to disrupt travel with tornadoes already reported. ABC News’ Liz Landers reports on what you can expect.

WATCH the ABC News Live Stream Here: https://www.youtube.com/watch?v=w_Ma8oQLmSM
SUBSCRIBE to ABC NEWS: https://bit.ly/2vZb6yP
Watch More on http://abcnews.go.com/
LIKE ABC News on FACEBOOK https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER: https://twitter.com/abc

#news #weather #storm #holidaytravel #abcnews","['Great', 'Gulf', 'Lakes', 'Mexico', 'abc', 'abcnews', 'of', 'p_cmsid=2494279', 'p_vid=news-105057790', 'storm', 'tornadoes', 'travel', 'us', 'weather']",2023-11-21T11:48:55Z,,2942,34,,11,PT1M59S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,06gOskXxDBA,PLQOa26lW-uI8ZFnCrPVv25OUPMmPyhdi7,ABC News,"Ohio Walmart shooting in Daytona suburb: 4 injured, 3 critically","Police in Ohio say a gunman opened fire on 4 shoppers. ABC News’ Derricke Dennis has the details.

WATCH the ABC News Live Stream Here: https://www.youtube.com/watch?v=w_Ma8oQLmSM
SUBSCRIBE to ABC NEWS: https://bit.ly/2vZb6yP
Watch More on http://abcnews.go.com/
LIKE ABC News on FACEBOOK https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER: https://twitter.com/abc

#news #ohio #walmart #investigation #crime #abcnews","['Ohio', 'Walmart', 'abc', 'abcnews', 'investigation', 'mass', 'p_cmsid=2494279', 'p_vid=news-105057716', 'shooting', 'us']",2023-11-21T11:01:56Z,,67693,567,,524,PT1M40S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,x4lF2T6XFRI,PLQOa26lW-uI8ZFnCrPVv25OUPMmPyhdi7,ABC News,Javier Milei wins Argentinian presidential election by a landslide,"ABC News Matt River breaks down right-wing candidate Javier Milei’s victory in Argentina given his record with Argentina's radical right populist movement.

WATCH the ABC News Live Stream Here:
https://www.youtube.com/watch?v=w_Ma8oQLmSM
SUBSCRIBE to ABC NEWS: https://bit.ly/2vZb6yP
Watch More on http://abcnews.go.com/
LIKE ABC News on FACEBOOK https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER: https://twitter.com/abc

#argentina #javiermilei #president #abcnews","['America', 'Argentina', 'South', 'abc', 'abcnl', 'news', 'p_cmsid=2494279', 'p_vid=news-105043313', 'populist', 'radical']",2023-11-20T21:22:41Z,,20450,222,,345,PT4M42S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,YkJTXyP_4cE,PLQOa26lW-uI8ZFnCrPVv25OUPMmPyhdi7,ABC News,Israeli forces say they’ll soon be moving to southern Gaza,"ABC News Chief National Correspondent Matt Gutman joins ABC News from Tel Aviv to report on the latest effort to evacuate babies and other patients from Gaza hospitals.

Israeli-Hamas Conflict-
https://abcnews.go.com/International/live-updates/israel-gaza-live-updates/?id=104049894
WATCH the ABC News Live Stream Here:
https://www.youtube.com/watch?v=w_Ma8oQLmSM
SUBSCRIBE to ABC NEWS: https://bit.ly/2vZb6yP
Watch More on http://abcnews.go.com/
LIKE ABC News on FACEBOOK https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER: https://twitter.com/abc

#israel #hamas #gaza #news #abcnews","['ABC', 'Aviv', 'Chief', 'Gaza', 'Gutman', 'Israeli', 'Matt', 'National', 'News', 'Southern', 'Tel', 'babies', 'correspondent', 'effort', 'evacuate', 'hospitals', 'latest', 'moving', 'p_cmsid=2494279', 'p_vid=news-105043099', 'patients', 'report', 'the']",2023-11-20T21:03:12Z,,65844,360,,622,PT6M53S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,rOy1ngF1ICY,PLQOa26lW-uI8ZFnCrPVv25OUPMmPyhdi7,ABC News,Biden pardons turkeys in annual White House tradition,"The two lucky birds, Liberty and Bell, will escape the fate of many other turkeys this Thanksgiving.

WATCH the ABC News Live Stream Here:
https://www.youtube.com/watch?v=w_Ma8oQLmSM
SUBSCRIBE to ABC NEWS: https://bit.ly/2vZb6yP
Watch More on http://abcnews.go.com/
LIKE ABC News on FACEBOOK https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER: https://twitter.com/abc

#thanksgiving #biden #turkey #abcnews #news","['Friendsgiving', 'Thanksgiving', 'abc', 'bell', 'celebrations', 'dinner', 'family', 'friends', 'holidays', 'house', 'liberty', 'news', 'p_cmsid=2494279', 'p_vid=news-105038944', 'pardon', 'thanks', 'turkey', 'white']",2023-11-20T17:38:17Z,,12803,240,,172,PT10M52S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,Yhp49cFzAyk,PLQOa26lW-uI8ZFnCrPVv25OUPMmPyhdi7,ABC News,"Possible cross-country storm coming before Thanksgiving in South, Northeast","Severe weather coming in during Thanksgiving week could disrupt travel in parts of the country.

WATCH the ABC News Live Stream Here:
https://www.youtube.com/watch?v=w_Ma8oQLmSM
SUBSCRIBE to ABC NEWS: https://bit.ly/2vZb6yP
Watch More on http://abcnews.go.com/
LIKE ABC News on FACEBOOK https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER: https://twitter.com/abc

#weather #storms #thanksgiving #abcnews","['Northeast', 'South', 'Thanksgiving', 'Weather', 'abc', 'country', 'forecast', 'news', 'p_cmsid=2494279', 'p_vid=news-105036598', 'rain', 'severe', 'storms', 'tornadoes', 'travel']",2023-11-20T17:00:23Z,,12377,108,,9,PT2M11S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,CVp4u8eyLwI,PLQOa26lW-uI8ZFnCrPVv25OUPMmPyhdi7,ABC News,Jan. 6 federal case: Appeals court hears arguments to lift gag order on Trump,"The appeals court listens to arguments about lifting the gag order on former President Donald Trump in his election interference case.

WATCH the ABC News Live Stream Here:
https://www.youtube.com/watch?v=w_Ma8oQLmSM
SUBSCRIBE to ABC NEWS: https://bit.ly/2vZb6yP
Watch More on http://abcnews.go.com/
LIKE ABC News on FACEBOOK https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER: https://twitter.com/abc

#trump #jan6 #court #abcnews","['2020', 'Court', 'Jan', 'President', 'Trump', 'abc', 'arguments', 'case', 'election', 'federal', 'gag', 'interference', 'news', 'order', 'p_cmsid=2494279', 'p_vid=news-105036429']",2023-11-20T16:45:00Z,,28389,267,,292,PT2M42S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,qbaHxzFl_Q4,PLQOa26lW-uI8ZFnCrPVv25OUPMmPyhdi7,ABC News,Supreme Court rejects appeal of Derek Chauvin in the killing of George Floyd,"Chauvin's lawyers argued that their client was denied a fair trial in 2021 after killing George Floyd.

Watch ABC News Live 24/7 on YouTube: https://youtube.com/live/OOtxXPaQvoM
SUBSCRIBE to ABC News on YouTube: https://bit.ly/2vZb6yP
Latest updates: https://abcnews.go.com/
Watch full episodes on Hulu: http://abcn.ws/3bzvQQn

#minneapolis #derekchauvintrial #supremecourt #abcnews #news","['abc', 'abcnews', 'black', 'charges', 'chauvin', 'criminal', 'death', 'derek', 'fedearl', 'floyd', 'former', 'george', 'guilty', 'jury', 'lives', 'matter', 'minneapolis', 'minnesota', 'mpd', 'news', 'of', 'officer', 'p_cmsid=2494279', 'p_vid=news-105034544']",2023-11-20T15:35:02Z,,20193,278,,797,PT54S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,WgWkfmH2AyA,PLQOa26lW-uI8ZFnCrPVv25OUPMmPyhdi7,ABC News,'Tired of Winning' details the end of Trump’s presidency,"ABC News’ Jon Karl talks about his new book “Tired of Winning” and what it reveals about the last days of former President Donald Trump’s time in office.

WATCH the ABC News Live Stream Here: https://www.youtube.com/watch?v=w_Ma8oQLmSM
SUBSCRIBE to ABC NEWS: https://bit.ly/2vZb6yP
Watch More on http://abcnews.go.com/
LIKE ABC News on FACEBOOK https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER: https://twitter.com/abc

#donaldtrump  #january6 #abcnews","['New', 'President', 'Republican', 'Trump', 'York', 'abc', 'abcnl', 'news', 'p_cmsid=2494279', 'p_vid=news-104983590']",2023-11-17T22:58:20Z,,30767,476,,374,PT6M56S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,CRIJIcFUPeA,PLQOa26lW-uI8ZFnCrPVv25OUPMmPyhdi7,ABC News,Rosalynn Carter enters hospice care at Georgia home,"The former first lady, 96, who was diagnosed with dementia, will join her husband former President Jimmy Carter, in hospice care, the Carter Center announced online.

WATCH the ABC News Live Stream Here: https://www.youtube.com/watch?v=w_Ma8oQLmSM
SUBSCRIBE to ABC NEWS: https://bit.ly/2vZb6yP
Watch More on http://abcnews.go.com/
LIKE ABC News on FACEBOOK https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER: https://twitter.com/abc

#rosalynncarter #jimmycarter #hospice #abcnews","['Carter', 'Jimmy', 'Rosalynn', 'abc', 'abcnl', 'news', 'p_cmsid=2494279', 'p_vid=news-104983592']",2023-11-17T22:08:57Z,,11033,115,,40,PT47S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,CeJ6gZ--Od4,PLQOa26lW-uI8ZFnCrPVv25OUPMmPyhdi7,ABC News,BREAKING: Former first lady Rosalynn Carter enters hospice care at home,"BREAKING: Former first lady Rosalynn Carter has entered hospice care at home, nine months after her husband, former Pres. Jimmy Carter, started hospice care.

Rosalynn Carter, 96, and ""President Carter are spending time with each other and their family,"" their grandson said in a statement.

Read more:  https://trib.al/ZFHG0UJ

Watch ABC News Live 24/7 on YouTube: https://youtube.com/live/OOtxXPaQvoM
SUBSCRIBE to ABC News on YouTube: https://bit.ly/2vZb6yP
Latest updates: https://abcnews.go.com/
Watch full episodes on Hulu: http://abcn.ws/3bzvQQn

#carter #rosalynncarter #jimmycarter #news #breakingnews #shorts","['news', 'breaking news', 'live news', 'daily news', 'world news', 'us news']",2023-11-17T20:21:18Z,en-US,30368,687,,55,PT30S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,Oa-f-n0-37w,PLQOa26lW-uI8ZFnCrPVv25OUPMmPyhdi7,ABC News,"Biden meets with Mexico’s president to discuss fentanyl, migrant crisis","ABC News’ Selina Wang and Mick Mulroy talk about the meeting between President Joe Biden and Mexico’s president and what the leaders will discuss.

WATCH the ABC News Live Stream Here: https://www.youtube.com/watch?v=w_Ma8oQLmSM
SUBSCRIBE to ABC NEWS: https://bit.ly/2vZb6yP
Watch More on http://abcnews.go.com/
LIKE ABC News on FACEBOOK https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER: https://twitter.com/abc

#news #mexico #biden #abcnews","['News', 'p_cmsid=2494279', 'p_vid=news-104984617', 'POTUS', 'President', 'Joe Biden', 'Andrés Manuel López Obrador', 'USA', 'Mexico', 'migrant', 'border', 'fentanyl', 'immigration', 'meeting', 'leaders', 'OPEC', 'ABCNL', 'ABC News']",2023-11-17T20:10:00Z,,12112,137,,185,PT5M39S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,HGDkuAZ_C88,PLQOa26lW-uI8ZFnCrPVv25OUPMmPyhdi7,ABC News,Doctor recounts the horror his colleagues in Gaza are facing,"Omar Abdel-Mannan, a doctor who has spent time in Gaza, talks to doctors in the war-torn region about what they are seeing.

Israeli-Hamas Conflict-
https://abcnews.go.com/International/live-updates/israel-gaza-live-updates/?id=104049894

WATCH the ABC News Live Stream Here:
https://www.youtube.com/watch?v=w_Ma8oQLmSM
SUBSCRIBE to ABC NEWS: https://bit.ly/2vZb6yP
Watch More on http://abcnews.go.com/
LIKE ABC News on FACEBOOK https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER: https://twitter.com/abc

#israel #gaza #doctors #hamas #abcnews","['Doctor', 'Gaza', 'Hamas', 'Israel', 'abc', 'attack', 'horror', 'news', 'p_cmsid=2494279', 'p_vid=news-104985592', 'recounts']",2023-11-17T19:44:43Z,,6051,95,,118,PT9M3S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,p9qQ3uswl6A,PLQOa26lW-uI8ZFnCrPVv25OUPMmPyhdi7,ABC News,Amazon partners with Hyundai to sell cars to customers,"Automakers such as Hyundai are partnering with Amazon to allow customers to buy cars on the retail giant’s site.

WATCH the ABC News Live Stream Here:
https://www.youtube.com/watch?v=w_Ma8oQLmSM
SUBSCRIBE to ABC NEWS: https://bit.ly/2vZb6yP
Watch More on http://abcnews.go.com/
LIKE ABC News on FACEBOOK https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER: https://twitter.com/abc

#amazon #hyundai #cars #abcnews","['Amazon', 'Automakers', 'Cars', 'Hyundai', 'abc', 'customers', 'news', 'p_cmsid=2494279', 'p_vid=news-104979706', 'partners', 'retail', 'sale', 'trucks']",2023-11-17T17:30:06Z,,14153,70,,19,PT2M31S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,I8-NLigLXF8,PLQOa26lW-uI8ZFnCrPVv25OUPMmPyhdi7,ABC News,TSA expects 30 million passengers traveling over Thanksgiving holiday,"ABC News correspondent Morgan Norwood joins ABC News Live anchor Diane Macedo to talk about how airports are preparing for millions of holiday travelers.

WATCH the ABC News Live Stream Here:
https://www.youtube.com/watch?v=w_Ma8oQLmSM
SUBSCRIBE to ABC NEWS: https://bit.ly/2vZb6yP
Watch More on http://abcnews.go.com/
LIKE ABC News on FACEBOOK https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER: https://twitter.com/abc

#tsa #travel #thanksgiving #abcnews","['Holiday', 'TSA', 'Thanksgiving', 'Travelers', 'abc', 'holidays', 'news', 'p_cmsid=2494279', 'p_vid=news-104979530', 'passengers', 'preparation', 'travel']",2023-11-17T16:45:00Z,,4177,41,,11,PT2M43S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,CXy-bGWwpFM,PLQOa26lW-uI8ZFnCrPVv25OUPMmPyhdi7,ABC News,Biden meeting with Mexican president at APEC summit,"President Joe Biden wraps up the APEC forum in San Francisco Friday, meeting with Mexico's president before heading back to Wilmington, Delaware.","['APEC', 'Biden', 'China', 'Chinese', 'Delaware', 'Francisco', 'Friday', 'Mexican', 'Mexico', 'President', 'San', 'Xi', 'abc', 'news', 'p_cmsid=2494279', 'p_vid=news-104979342', 'summit']",2023-11-17T16:30:01Z,,2618,43,,22,PT2M33S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,0ZoL4LQLg9Q,PLQOa26lW-uI8ZFnCrPVv25OUPMmPyhdi7,ABC News,Feds probe hate on college campuses,"The Education Department is investigating seven colleges and schools. Meanwhile, TikTok faces scrutiny after an old letter from Osama bin Laden went viral. ABC News’ Andrea Fujii reports. 

WATCH the ABC News Live Stream Here: https://www.youtube.com/watch?v=w_Ma8oQLmSM
SUBSCRIBE to ABC NEWS: https://bit.ly/2vZb6yP
Watch More on http://abcnews.go.com/
LIKE ABC News on FACEBOOK https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER: https://twitter.com/abc

#news #collegecampus #hate #investigation #fbi #crime #abcnews","['Department', 'Education', 'Laden', 'Osama', 'Tiktok', 'abc', 'abcnews', 'bin', 'campuses', 'college', 'investigation', 'p_cmsid=2494279', 'p_vid=news-104971480', 'school', 'us']",2023-11-17T12:03:50Z,,2518,23,,26,PT2M20S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,r7Y6gKqrdBw,PLQOa26lW-uI8ZFnCrPVv25OUPMmPyhdi7,ABC News,Mississippi family accuses police of cover-up,"The family of Dexter Wade says he was buried in an unmarked grave with his ID, despite claims that he could not be identified after being hit by a police car. 

WATCH the ABC News Live Stream Here: https://www.youtube.com/watch?v=w_Ma8oQLmSM
SUBSCRIBE to ABC NEWS: https://bit.ly/2vZb6yP
Watch More on http://abcnews.go.com/
LIKE ABC News on FACEBOOK https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER: https://twitter.com/abc

#news #mississippi #dexterwade #crime #investigation #abcnews","['Dexter', 'Mississippi', 'Wade', 'abc', 'abcnews', 'car', 'crime', 'investigation', 'p_cmsid=2494279', 'p_vid=news-104971383', 'police', 'us']",2023-11-17T11:56:13Z,,4387,32,,24,PT1M51S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,aiqBTbY26qU,PLQOa26lW-uI8ZFnCrPVv25OUPMmPyhdi7,ABC News,Rapper Sean 'Diddy' Combs accused of rape,"The singer Cassie filed a lawsuit accusing Mr. Combs of years of abuse, violence and sex trafficking.

WATCH the ABC News Live Stream Here: https://www.youtube.com/watch?v=w_Ma8oQLmSM
SUBSCRIBE to ABC NEWS: https://bit.ly/2vZb6yP
Watch More on http://abcnews.go.com/
LIKE ABC News on FACEBOOK https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER: https://twitter.com/abc

#rapper #seancombs #abcnews #breakingnews","['Rapper', 'abcnl', 'breaker', 'cassie', 'charges', 'combs', 'diddy', 'lawsuit', 'legal', 'p_cmsid=2494279', 'p_vid=news-104963718', 'rape', 'sean']",2023-11-17T00:03:48Z,,47335,317,,350,PT1M13S,hd,false
